327.6799316,301.6229858,-43
327.6799316,301.6229858,-43
327.6799316,301.6229858,-45
327.6799316,301.6229858,-45
327.6799316,301.6229858,-45
327.6799316,301.6229858,-46
327.6799316,301.6229858,-46
327.6799316,301.6229858,-42
327.6799316,301.6229858,-42
327.6799316,301.6229858,-42
327.6799316,301.6229858,-39
327.6799316,301.6229858,-39
327.6799316,301.6229858,-39
327.6799316,301.6229858,-39
327.6799316,301.6229858,-22
327.6799316,301.6229858,-22
327.6799316,301.6229858,-22
333.6752625,309.9685974,-10
334.8534546,311.6105042,-10
334.8534546,311.6105042,-10
334.674469,312.6182556,-15
334.674469,313.6138,-15
332.6760254,315.6206055,-22
332.6760254,316.6169434,-22
332.6760254,309.4950562,-13
332.6760254,308.5836792,-13
332.6760254,308.5836792,-34
330.6775818,311.650116,-34
330.6775818,311.650116,-26
332.6760254,313.6977234,-26
333.6752625,315.6409302,-26
333.6752625,317.6124268,-26
333.6752625,320.6740112,-26
337.0291748,323.59552,-24
340.6697998,306.6167297,-24
340.6697998,306.6167297,-27
340.6697998,306.6167297,-27
340.6697998,306.6167297,-27
331.1772156,310.6117554,-41
324.5391541,311.6105042,-41
312.122406,308.6142273,-41
295.7049255,304.592041,-39
287.5688171,305.7602234,-39
279.7174072,311.0358887,-48
275.6984253,310.5896912,-48
267.5476379,308.6142273,-58
259.8371582,307.6154785,-58
256.6549072,307.6154785,-58
254.7182007,306.5979919,-49
252.369873,306.6167297,-49
252.7384949,308.6517029,-49
252.7384949,308.6517029,-52
252.7384949,308.6517029,-52
251.7392578,307.5881348,-51
249.6697083,308.6142273,-51
246.7431641,310.1990662,-46
240.6314087,311.6105042,-46
235.6848145,311.6105042,-46
231.7037659,311.6105042,-49
230.7405701,311.6105042,-49
229.7564392,314.7855225,-47
233.3897705,315.6054993,-47
234.1141357,315.6054993,-47
227.7579956,313.4277039,-52
224.39328,313.6080017,-52
224.7603455,312.6026306,-52
219.7045593,308.6142273,-55
208.7728271,303.066803,-55
203.69104,299.539856,-55
200.7790833,296.5874329,-58
200.7790833,295.6303406,-58
201.7782898,289.5362549,-49
202.6560974,287.6404419,-49
202.7775269,285.6218262,-49
201.7782898,283.2409668,-55
200.7790833,280.6271057,-55
200.7790833,279.6282654,-55
198.6249084,278.6517029,-49
198.7806396,277.6256104,-49
197.7814331,276.6062317,-54
196.7611694,276.6541748,-54
195.4140625,275.655426,-54
195.7829895,274.6368408,-52
195.7829895,274.6368408,-52
195.7829895,274.6368408,-46
197.7814331,273.5682373,-46
197.7814331,273.5682373,-46
197.7814331,273.5682373,-46
198.7806396,272.4151001,-46
